,location,total_sqft,bath,price,bhk
7060,Thigalarapalya,4190.0,4.0,325.0,4
7064,Thigalarapalya,1400.0,2.0,105.0,2
7066,Thigalarapalya,1297.0,2.0,98.0,2
7068,Thubarahalli,3800.0,4.0,239.0,4
7069,Thubarahalli,1200.0,2.0,78.0,2
7070,Thubarahalli,1128.0,2.0,75.0,2
7071,Thubarahalli,1185.0,2.0,65.0,2
7072,Thubarahalli,975.0,2.0,55.0,2
7073,Thubarahalli,1330.0,2.0,75.0,2
7074,Thubarahalli,1085.0,2.0,70.0,2
7075,Thubarahalli,1216.0,2.0,80.0,2
7076,Thubarahalli,1200.0,2.0,79.0,2
7077,Thubarahalli,1200.0,2.0,80.0,2
7078,Thubarahalli,1200.0,2.0,79.55,2
7080,Thubarahalli,2625.0,3.0,175.0,3
7081,Thubarahalli,975.0,2.0,50.0,2
7083,Thubarahalli,1584.0,3.0,101.0,3
7084,Thyagaraja Nagar,800.0,1.0,100.0,1
7085,Thyagaraja Nagar,2000.0,4.0,145.0,5
7086,Thyagaraja Nagar,1270.0,2.0,95.25,3
7087,Thyagaraja Nagar,1040.0,2.0,68.0,2
7088,Tindlu,1500.0,2.0,87.0,3
7089,Tindlu,7500.0,7.0,400.0,7
7090,Tindlu,1357.0,2.0,65.0,3
7091,Tindlu,1350.0,2.0,100.0,2
7092,Tindlu,1500.0,3.0,87.0,3
7093,Tindlu,1180.0,2.0,52.0,2
7094,Tindlu,1370.07,3.0,65.0,3
7095,Tindlu,1165.0,2.0,59.8,2
7096,Tindlu,1050.0,2.0,55.0,2
7097,Tindlu,1100.0,2.0,55.0,2
7098,Tumkur Road,1500.0,3.0,95.0,3
7099,Tumkur Road,1779.0,3.0,112.0,3
7100,Tumkur Road,1586.0,3.0,100.0,3
7101,Tumkur Road,1098.0,2.0,72.0,2
7102,Tumkur Road,1354.0,3.0,90.0,3
7103,Tumkur Road,1240.0,2.0,84.0,3
7104,Tumkur Road,1239.0,2.0,82.0,2
7105,Tumkur Road,1246.0,2.0,82.0,2
7106,Tumkur Road,1500.0,3.0,100.0,3
7108,Tumkur Road,1416.0,3.0,94.0,3
7109,Tumkur Road,1027.0,2.0,60.0,2
7110,Tumkur Road,1027.0,2.0,68.62,2
7111,Tumkur Road,1459.0,2.0,95.0,3
7112,Tumkur Road,992.0,2.0,60.0,2
7113,Tumkur Road,1066.0,2.0,52.5,2
7114,Tumkur Road,1240.0,2.0,79.0,3
7115,Tumkur Road,1441.0,2.0,95.0,3
7116,Tumkur Road,1240.0,2.0,83.0,3
7117,Tumkur Road,1027.0,2.0,67.0,2
7120,Tumkur Road,1354.0,3.0,85.86,3
7121,Ulsoor,2135.0,3.0,215.0,3
7122,Ulsoor,2300.0,8.0,210.0,9
7123,Ulsoor,1275.0,2.0,120.0,2
7124,Ulsoor,1020.0,3.0,110.0,3
7125,Ulsoor,1180.0,2.0,100.0,2
7126,Ulsoor,1340.0,3.0,90.0,3
7127,Ulsoor,1500.0,2.0,125.0,3
7128,Ulsoor,2000.0,3.0,185.0,3
7129,Ulsoor,1255.0,2.0,120.0,2
7130,Ulsoor,1200.0,4.0,150.0,5
7131,Ulsoor,1685.0,4.0,185.0,3
7133,Ulsoor,2135.0,3.0,170.0,3
7134,Ulsoor,1160.0,2.0,130.0,2
7135,Uttarahalli,1440.0,2.0,62.0,3
7136,Uttarahalli,1143.0,2.0,45.0,2
7137,Uttarahalli,1020.0,2.0,45.0,2
7138,Uttarahalli,1286.0,2.0,63.0,2
7139,Uttarahalli,1101.0,2.0,45.0,2
7140,Uttarahalli,1345.0,2.0,67.0,2
7144,Uttarahalli,1175.0,2.0,47.0,2
7145,Uttarahalli,1390.0,2.0,62.55,3
7146,Uttarahalli,1330.0,2.0,56.0,3
7147,Uttarahalli,1008.0,2.0,45.0,2
7148,Uttarahalli,1390.0,2.0,60.47,3
7150,Uttarahalli,1150.0,2.0,49.0,2
7151,Uttarahalli,1330.0,2.0,56.0,3
7152,Uttarahalli,1200.0,2.0,44.0,2
7155,Uttarahalli,882.0,2.0,30.0,2
7156,Uttarahalli,993.0,2.0,39.71,2
7157,Uttarahalli,1045.0,2.0,45.0,2
7158,Uttarahalli,850.0,2.0,37.93,2
7160,Uttarahalli,3600.0,6.0,120.0,6
7161,Uttarahalli,1788.0,3.0,98.34,3
7162,Uttarahalli,1345.0,2.0,57.0,3
7163,Uttarahalli,1089.0,2.0,43.55,2
7165,Uttarahalli,1279.0,2.0,48.0,2
7167,Uttarahalli,1425.0,2.0,64.0,3
7168,Uttarahalli,1155.0,2.0,40.42,2
7169,Uttarahalli,1050.0,2.0,42.0,2
7170,Uttarahalli,1300.0,2.0,55.0,3
7171,Uttarahalli,1250.0,2.0,55.0,3
7172,Uttarahalli,1700.0,3.0,88.0,3
7173,Uttarahalli,1200.0,3.0,50.0,3
7174,Uttarahalli,1085.0,2.0,43.0,2
7176,Uttarahalli,1175.0,2.0,47.0,2
7177,Uttarahalli,1689.28,3.0,91.2,3
7178,Uttarahalli,1310.0,2.0,85.0,3
7179,Uttarahalli,1175.0,2.0,47.0,2
7180,Uttarahalli,1137.0,2.0,63.0,2
7181,Uttarahalli,1315.0,2.0,74.0,3
7182,Uttarahalli,1215.0,2.0,52.85,3
7184,Uttarahalli,1325.0,2.0,53.0,2
7185,Uttarahalli,1300.0,2.0,60.0,3
7186,Uttarahalli,850.0,2.0,35.0,2
7187,Uttarahalli,1627.86,3.0,88.0,3
7189,Uttarahalli,1360.0,2.0,61.2,3
7190,Uttarahalli,1280.0,2.0,75.0,2
7191,Uttarahalli,661.0,1.0,36.0,1
7192,Uttarahalli,1134.0,2.0,45.36,2
7194,Uttarahalli,1320.0,2.0,55.44,3
7195,Uttarahalli,1390.0,2.0,61.16,3
7196,Uttarahalli,1090.0,2.0,45.0,2
7197,Uttarahalli,1050.0,2.0,42.0,2
7198,Uttarahalli,1123.0,2.0,48.0,2
7199,Uttarahalli,1329.0,2.0,56.0,3
7200,Uttarahalli,938.0,2.0,35.0,2
7203,Uttarahalli,1100.0,1.0,45.0,2
7204,Uttarahalli,1125.0,2.0,47.0,2
7206,Uttarahalli,1685.0,3.0,85.0,3
7207,Uttarahalli,1390.0,2.0,62.55,3
7209,Uttarahalli,1180.0,2.0,41.3,2
7210,Uttarahalli,1380.0,2.0,42.0,2
7211,Uttarahalli,1737.0,2.0,95.0,3
7213,Uttarahalli,1160.0,2.0,45.0,2
7214,Uttarahalli,1280.0,2.0,60.0,3
7216,Uttarahalli,1190.0,2.0,53.55,2
7217,Uttarahalli,1330.0,2.0,57.0,3
7218,Uttarahalli,1560.0,3.0,74.0,3
7220,Uttarahalli,1125.0,2.0,48.0,2
7221,Uttarahalli,1320.0,2.0,55.44,3
7223,Uttarahalli,1160.0,2.0,40.6,2
7225,Uttarahalli,1163.0,2.0,68.0,2
7227,Uttarahalli,1065.0,2.0,42.59,2
7228,Uttarahalli,1075.0,2.0,46.76,2
7229,Uttarahalli,1155.0,2.0,40.6,2
7230,Uttarahalli,1150.0,2.0,70.0,2
7233,Uttarahalli,1099.0,2.0,65.0,2
7234,Uttarahalli,1215.0,2.0,52.85,3
7236,Uttarahalli,1180.0,2.0,41.3,2
7239,Uttarahalli,1002.0,2.0,40.08,2
7240,Uttarahalli,1002.0,2.0,40.08,2
7241,Uttarahalli,1075.0,2.0,40.0,2
7243,Uttarahalli,1155.0,2.0,40.43,2
7245,Uttarahalli,1025.0,2.0,35.88,2
7246,Uttarahalli,1125.0,2.0,47.65,2
7247,Uttarahalli,1300.0,2.0,55.0,2
7248,Uttarahalli,1025.0,2.0,35.88,2
7249,Uttarahalli,980.0,2.0,45.0,2
7250,Uttarahalli,1125.0,2.0,47.0,2
7255,Uttarahalli,1175.0,2.0,47.0,2
7259,Uttarahalli,1265.0,2.0,65.0,3
7262,Uttarahalli,1213.0,2.0,48.0,2
7264,Uttarahalli,900.0,2.0,35.0,2
7265,Uttarahalli,1065.0,2.0,42.6,2
7268,Uttarahalli,1125.0,2.0,47.0,2
7269,Uttarahalli,1270.0,2.0,55.25,3
7270,Uttarahalli,1270.0,2.0,55.25,3
7271,Uttarahalli,1107.0,2.0,45.0,2
7272,Uttarahalli,1200.0,2.0,55.0,2
7274,Uttarahalli,1460.0,3.0,76.0,3
7275,Uttarahalli,1500.0,3.0,68.0,3
7276,Uttarahalli,1120.0,2.0,50.0,2
7277,Uttarahalli,1150.0,2.0,46.0,2
7278,Uttarahalli,1330.0,2.0,58.0,3
7280,Uttarahalli,1050.0,2.0,42.0,2
7281,Uttarahalli,1125.0,2.0,48.0,2
7283,Uttarahalli,1345.0,2.0,57.0,3
7284,Uttarahalli,1345.0,2.0,57.0,3
7286,Uttarahalli,1000.0,2.0,52.0,2
7287,Uttarahalli,1037.0,2.0,36.0,2
7289,Uttarahalli,1000.0,2.0,39.5,2
7290,Uttarahalli,1125.0,1.0,45.0,2
7292,Uttarahalli,1160.0,2.0,40.58,2
7293,Uttarahalli,1123.0,2.0,60.0,2
7295,Uttarahalli,1000.0,2.0,35.0,2
7296,Uttarahalli,1330.0,2.0,57.0,3
7297,Uttarahalli,1125.0,2.0,47.0,2
7298,Uttarahalli,1165.0,1.0,42.09,2
7299,Uttarahalli,1260.0,2.0,55.0,2
7300,Uttarahalli,1284.0,2.0,53.36,2
7301,Uttarahalli,1150.0,2.0,45.99,2
7303,Uttarahalli,1290.0,2.0,56.12,3
7304,Uttarahalli,1328.0,2.0,56.0,3
7305,Uttarahalli,1040.0,2.0,36.4,2
7306,Uttarahalli,1290.0,2.0,56.12,3
7308,Uttarahalli,1075.0,2.0,46.76,2
7309,Uttarahalli,1345.0,2.0,57.0,3
7310,Varthur,1160.0,2.0,44.0,2
7311,Varthur,1385.0,2.0,80.0,2
7313,Varthur,1024.0,2.0,42.0,2
7314,Varthur,1125.0,2.0,40.0,2
7315,Varthur,1112.0,2.0,40.0,2
7316,Varthur,1055.0,2.0,45.35,2
7317,Varthur,1280.0,2.0,65.0,2
7318,Varthur,977.0,2.0,36.0,2
7319,Varthur,1250.0,3.0,71.0,3
7320,Varthur,1200.0,3.0,67.75,3
7321,Varthur,1111.0,2.0,41.88,2
7322,Varthur,1140.0,2.0,55.5,2
7323,Varthur,1012.0,2.0,59.0,2
7324,Varthur,1140.0,2.0,39.9,2
7325,Varthur,1090.0,2.0,48.0,2
7326,Varthur,1450.0,3.0,71.0,3
7327,Varthur,1210.0,2.0,60.0,2
7328,Varthur,1070.0,2.0,46.0,2
7329,Varthur,1360.0,2.0,85.0,3
7330,Varthur,965.0,2.0,34.0,2
7331,Varthur,1120.0,2.0,44.24,2
7332,Varthur,1395.0,2.0,79.0,3
7333,Varthur,1085.0,2.0,45.0,2
7334,Varthur,1250.0,2.0,47.0,2
7335,Varthur,1200.0,3.0,68.38,3
7337,Varthur,1155.0,2.0,60.0,2
7338,Varthur,1035.0,2.0,60.0,2
7339,Varthur,1100.0,2.0,72.0,2
7340,Varthur,1155.0,2.0,39.0,2
7341,Varthur,1180.0,2.0,55.0,2
7343,Varthur,1000.0,4.0,65.0,5
7344,Varthur,1738.0,2.0,57.35,2
7345,Varthur,1045.0,2.0,40.65,2
7346,Varthur,1155.0,2.0,39.0,2
7348,Varthur,1210.0,2.0,64.15,2
7350,Varthur,1105.0,2.0,38.0,2
7351,Varthur,1560.0,3.0,90.0,3
7352,Varthur,1760.0,2.0,85.0,2
7353,Varthur,1210.0,2.0,54.0,2
7354,Varthur,1112.0,2.0,40.0,2
7356,Varthur,1000.0,1.0,65.0,2
7358,Varthur Road,900.0,2.0,27.0,2
7359,Varthur Road,1277.0,2.0,59.0,2
7360,Varthur Road,1247.0,2.0,58.0,3
7361,Varthur Road,1050.0,2.0,42.7,2
7362,Varthur Road,1255.0,2.0,52.76,2
7364,Varthur Road,1033.0,2.0,32.0,2
7365,Varthur Road,1140.0,2.0,49.11,2
7366,Varthur Road,850.0,2.0,25.4,2
7367,Vasanthapura,1400.0,3.0,60.0,3
7368,Vasanthapura,1022.0,2.0,40.0,2
7369,Vasanthapura,1135.0,2.0,39.73,2
7370,Vasanthapura,995.0,2.0,34.82,2
7371,Vasanthapura,995.0,2.0,34.82,2
7372,Vasanthapura,1050.0,2.0,47.0,2
7373,Vasanthapura,940.0,2.0,40.0,2
7374,Vasanthapura,1500.0,2.0,65.0,2
7375,Vasanthapura,1037.0,2.0,36.28,2
7376,Vasanthapura,978.0,2.0,34.22,2
7377,Vasanthapura,1037.0,2.0,36.28,2
7378,Vidyaranyapura,1440.0,2.0,95.0,2
7379,Vidyaranyapura,1062.0,2.0,38.0,2
7380,Vidyaranyapura,1200.0,2.0,55.0,2
7381,Vidyaranyapura,1200.0,4.0,90.0,4
7383,Vidyaranyapura,1060.0,2.0,55.0,2
7384,Vidyaranyapura,1100.0,2.0,54.0,2
7385,Vidyaranyapura,4700.0,10.0,130.0,9
7386,Vidyaranyapura,1440.0,2.0,70.0,3
7387,Vidyaranyapura,1100.0,2.0,54.0,2
7388,Vidyaranyapura,1000.0,2.0,35.0,2
7390,Vidyaranyapura,1120.0,2.0,70.0,2
7391,Vidyaranyapura,945.0,2.0,40.0,2
7392,Vidyaranyapura,1100.0,2.0,54.0,2
7393,Vidyaranyapura,1200.0,2.0,65.0,3
7394,Vidyaranyapura,1200.0,2.0,52.0,2
7395,Vidyaranyapura,2640.0,6.0,225.0,5
7396,Vidyaranyapura,1175.0,2.0,35.0,2
7397,Vidyaranyapura,1050.0,2.0,50.0,2
7398,Vidyaranyapura,1188.0,2.0,50.0,2
7399,Vidyaranyapura,1100.0,2.0,75.0,3
7400,Vidyaranyapura,1100.0,2.0,72.0,3
7401,Vidyaranyapura,2400.0,5.0,135.0,4
7402,Vidyaranyapura,1100.0,2.0,41.0,2
7403,Vidyaranyapura,1200.0,2.0,60.5,2
7404,Vidyaranyapura,1200.0,2.0,42.0,2
7405,Vijayanagar,1704.0,3.0,110.0,3
7406,Vijayanagar,1933.0,3.0,129.0,3
7408,Vijayanagar,1450.0,3.0,100.0,3
7409,Vijayanagar,1580.0,2.0,134.0,3
7410,Vijayanagar,1826.0,3.0,121.0,3
7411,Vijayanagar,1739.0,3.0,116.0,3
7412,Vijayanagar,1490.0,3.0,100.0,3
7413,Vijayanagar,1180.0,2.0,65.0,2
7414,Vijayanagar,606.0,1.0,34.78,1
7415,Vijayanagar,1352.0,2.0,68.0,2
7416,Vijayanagar,1527.0,3.0,115.0,3
7417,Vijayanagar,989.0,2.0,60.0,2
7418,Vijayanagar,1520.0,2.0,103.0,3
7419,Vijayanagar,1749.0,3.0,117.0,3
7420,Vijayanagar,1046.0,2.0,75.0,2
7421,Vijayanagar,606.0,1.0,40.0,1
7422,Vijayanagar,1200.0,2.0,62.0,2
7425,Vijayanagar,1760.0,3.0,140.0,3
7426,Vijayanagar,2047.0,3.0,136.0,3
7427,Vijayanagar,1200.0,2.0,75.0,3
7428,Vijayanagar,1178.0,2.0,82.0,2
7429,Vijayanagar,864.0,2.0,45.0,2
7430,Vijayanagar,2100.0,6.0,252.0,4
7431,Vijayanagar,920.0,2.0,60.0,2
7432,Vijayanagar,1019.0,2.0,58.0,2
7433,Vijayanagar,2400.0,6.0,125.0,5
7434,Vijayanagar,1180.0,2.0,86.0,2
7435,Vijayanagar,1046.0,2.0,49.06,2
7436,Vijayanagar,2400.0,2.0,230.0,1
7437,Vijayanagar,492.0,1.0,40.0,1
7439,Vishveshwarya Layout,4000.0,7.0,225.0,7
7440,Vishveshwarya Layout,750.0,1.0,30.0,1
7441,Vishveshwarya Layout,2000.0,4.0,75.0,4
7442,Vishveshwarya Layout,2100.0,6.0,92.0,6
7443,Vishveshwarya Layout,7000.0,4.0,210.0,4
7444,Vishveshwarya Layout,2000.0,3.0,90.0,4
7445,Vishveshwarya Layout,4000.0,6.0,230.0,6
7446,Vishwapriya Layout,820.0,2.0,30.0,2
7447,Vishwapriya Layout,770.0,2.0,30.0,2
7448,Vishwapriya Layout,910.0,2.0,36.0,2
7449,Vishwapriya Layout,890.0,2.0,37.0,2
7450,Vittasandra,1404.0,2.0,71.0,2
7451,Vittasandra,1246.0,2.0,67.0,2
7452,Vittasandra,1404.0,2.0,69.3,2
7453,Vittasandra,1246.0,2.0,67.3,2
7454,Vittasandra,1246.0,2.0,64.5,2
7455,Vittasandra,1246.0,2.0,64.5,2
7456,Vittasandra,1246.0,2.0,68.0,2
7458,Vittasandra,1238.0,2.0,67.0,2
7459,Vittasandra,1404.0,2.0,75.0,2
7460,Vittasandra,1246.0,2.0,65.0,2
7461,Vittasandra,1238.0,2.0,67.0,2
7462,Vittasandra,1246.0,2.0,67.4,2
7463,Vittasandra,1259.0,2.0,67.4,2
7464,Vittasandra,1404.0,2.0,68.8,2
7465,Vittasandra,1246.0,2.0,62.3,2
7466,Vittasandra,1246.0,2.0,63.0,2
7467,Vittasandra,1246.0,2.0,67.4,2
7468,Vittasandra,1246.0,2.0,65.4,2
7470,Vittasandra,1238.0,2.0,67.32,2
7471,Vittasandra,1246.0,2.0,67.4,2
7473,Vittasandra,1246.0,2.0,67.3,2
7474,Vittasandra,1404.0,2.0,70.0,2
7475,Vittasandra,1259.0,2.0,67.48,2
7476,Vittasandra,1404.0,2.0,75.0,2
7478,Vittasandra,1246.0,2.0,67.0,2
7481,Vittasandra,1404.0,2.0,72.0,2
7482,Vittasandra,1246.0,2.0,67.5,2
7483,Vittasandra,1246.0,2.0,67.5,2
7484,Vittasandra,1404.0,2.0,70.0,2
7485,Vittasandra,1246.0,2.0,65.0,2
7486,Vittasandra,1246.0,2.0,67.4,2
7490,Whitefield,1610.0,3.0,81.0,3
7491,Whitefield,1459.0,2.0,94.82,2
7496,Whitefield,1280.0,2.0,75.0,2
7498,Whitefield,1910.0,3.0,161.0,3
7499,Whitefield,3252.0,4.0,230.0,4
7500,Whitefield,11890.0,4.0,700.0,4
7503,Whitefield,1150.0,2.0,70.0,2
7504,Whitefield,1768.0,3.0,101.0,3
7506,Whitefield,4144.0,4.0,315.0,4
7507,Whitefield,4104.0,4.0,360.0,4
7508,Whitefield,1790.0,3.0,100.0,3
7509,Whitefield,1720.0,3.0,100.0,3
7511,Whitefield,1640.0,4.0,91.0,3
7514,Whitefield,2280.0,4.0,126.0,3
7518,Whitefield,1897.0,3.0,130.0,3
7519,Whitefield,2225.0,2.0,125.0,3
7520,Whitefield,4348.5,2.0,304.0,4
7523,Whitefield,2268.0,3.0,163.0,4
7526,Whitefield,2400.0,4.0,200.0,4
7528,Whitefield,1360.0,2.0,95.0,2
7530,Whitefield,1697.0,3.0,94.79,3
7531,Whitefield,5000.0,4.0,400.0,4
7532,Whitefield,3000.0,5.0,250.0,4
7533,Whitefield,1700.0,3.0,115.0,3
7536,Whitefield,2842.0,3.0,162.0,3
7540,Whitefield,1500.0,3.0,130.0,3
7541,Whitefield,1280.0,2.0,75.0,2
7543,Whitefield,1405.0,2.0,78.0,3
7544,Whitefield,2225.0,3.0,115.0,3
7545,Whitefield,1272.0,2.0,95.05,2
7548,Whitefield,1192.0,2.0,71.0,2
7552,Whitefield,1626.0,3.0,89.0,3
7553,Whitefield,1585.0,3.0,88.0,3
7554,Whitefield,665.0,2.0,28.585,1
7556,Whitefield,1280.0,2.0,85.0,2
7557,Whitefield,1200.0,3.0,68.5,3
7558,Whitefield,4000.0,4.0,330.0,4
7559,Whitefield,1697.0,3.0,108.0,3
7561,Whitefield,3606.0,4.0,312.0,4
7562,Whitefield,1485.0,2.0,90.0,2
7563,Whitefield,950.0,1.0,50.0,1
7564,Whitefield,3584.0,4.0,199.0,4
7565,Whitefield,825.0,1.0,45.0,1
7568,Whitefield,1635.0,2.0,85.0,3
7569,Whitefield,1216.0,2.0,79.0,2
7575,Whitefield,920.0,2.0,63.0,2
7577,Whitefield,1170.0,2.0,71.0,2
7578,Whitefield,1118.0,2.0,75.0,2
7579,Whitefield,1800.0,3.0,110.0,3
7580,Whitefield,1562.0,3.0,103.0,3
7583,Whitefield,2321.0,4.0,128.0,3
7584,Whitefield,1320.0,2.0,95.0,2
7587,Whitefield,3010.0,3.0,200.0,3
7588,Whitefield,1346.0,2.0,96.17,2
7589,Whitefield,3850.0,5.0,316.0,3
7593,Whitefield,2500.0,4.0,155.0,4
7594,Whitefield,905.0,1.0,55.0,1
7596,Whitefield,2268.0,3.0,146.0,4
7599,Whitefield,630.5,1.0,32.79,1
7600,Whitefield,3537.0,5.0,210.0,4
7602,Whitefield,1697.0,3.0,115.0,3
7606,Whitefield,3250.0,5.0,290.0,5
7610,Whitefield,1269.0,2.0,75.0,2
7611,Whitefield,3227.0,5.0,250.0,5
7612,Whitefield,1545.0,3.0,79.0,3
7615,Whitefield,3262.0,4.0,260.0,4
7617,Whitefield,1132.0,2.0,79.28,2
7620,Whitefield,2830.0,5.0,160.0,4
7622,Whitefield,1195.0,2.0,70.0,2
7623,Whitefield,3480.0,4.0,284.0,3
7626,Whitefield,709.0,1.0,34.385,1
7628,Whitefield,1320.0,2.0,79.5,2
7629,Whitefield,750.0,2.0,52.7,2
7630,Whitefield,1200.0,3.0,61.96,3
7635,Whitefield,2094.0,2.0,113.19,3
7637,Whitefield,3445.0,5.0,270.0,4
7638,Whitefield,1700.0,3.0,140.0,3
7639,Whitefield,4827.0,4.0,400.0,4
7640,Whitefield,1405.0,2.0,84.5,2
7642,Whitefield,3252.0,4.0,280.0,4
7644,Whitefield,1150.0,2.0,90.0,2
7645,Whitefield,2400.0,4.0,147.0,4
7647,Whitefield,624.0,1.0,35.0,1
7650,Whitefield,1700.0,3.0,95.0,3
7651,Whitefield,4960.0,4.0,400.0,4
7652,Whitefield,2928.0,4.0,198.0,4
7654,Whitefield,2700.0,5.0,175.0,3
7655,Whitefield,1216.0,2.0,84.0,2
7656,Whitefield,2882.0,5.0,204.0,4
7657,Whitefield,1840.0,3.0,140.0,3
7658,Whitefield,1778.0,3.0,122.0,3
7660,Whitefield,650.0,1.0,25.0,1
7661,Whitefield,2155.0,3.0,125.0,4
7662,Whitefield,905.0,1.0,52.0,1
7667,Whitefield,1216.0,2.0,75.0,2
7669,Whitefield,1255.0,2.0,77.0,2
7670,Whitefield,1216.0,2.0,73.0,2
7671,Whitefield,709.0,1.0,34.735,1
7675,Whitefield,1745.0,3.0,100.0,3
7676,Whitefield,3200.0,4.0,224.0,4
7678,Whitefield,825.0,1.0,44.9,1
7682,Whitefield,1870.0,3.0,138.0,3
7685,Whitefield,1862.0,3.0,125.0,3
7686,Whitefield,1655.0,3.0,113.0,3
7687,Whitefield,530.0,1.0,29.44,1
7689,Whitefield,905.0,1.0,50.0,1
7690,Whitefield,1600.0,3.0,82.0,3
7691,Whitefield,1230.0,4.0,80.0,4
7693,Whitefield,630.5,1.0,32.15,1
7694,Whitefield,905.0,1.0,52.0,1
7698,Whitefield,1216.0,2.0,83.0,2
7703,Whitefield,4075.0,5.0,226.0,4
7704,Whitefield,1216.0,2.0,75.0,2
7712,Whitefield,2856.0,5.0,158.5,4
7715,Whitefield,750.0,1.0,51.0,1
7718,Whitefield,1173.0,2.0,77.0,2
7719,Whitefield,1200.0,3.0,68.4,3
7723,Whitefield,3425.0,5.0,250.0,4
7728,Whitefield,2173.0,3.0,128.0,3
7730,Whitefield,905.0,1.0,62.0,1
7731,Whitefield,1870.0,3.0,138.0,3
7732,Whitefield,1320.0,2.0,99.26,2
7733,Whitefield,2901.0,4.0,190.0,3
7734,Whitefield,1485.0,2.0,96.51,2
7735,Whitefield,1755.0,3.0,101.0,3
7737,Whitefield,2225.0,3.0,149.0,3
7738,Whitefield,1250.0,2.0,82.0,2
7740,Whitefield,605.0,1.0,40.0,1
7743,Whitefield,2210.0,3.0,156.0,3
7744,Whitefield,1173.0,2.0,78.2,2
7745,Whitefield,1740.0,4.0,130.0,3
7746,Whitefield,1216.0,2.0,75.0,2
7748,Whitefield,1655.0,3.0,120.0,3
7749,Whitefield,4003.0,6.0,300.0,4
7751,Whitefield,1180.0,2.0,70.0,2
7753,Whitefield,2023.0,4.0,130.0,3
7754,Whitefield,2134.0,4.0,118.0,3
7757,Whitefield,905.0,1.0,60.0,1
7763,Whitefield,1452.0,3.0,90.0,3
7764,Whitefield,2850.0,5.0,240.0,4
7767,Whitefield,2830.0,5.0,190.0,4
7768,Whitefield,1295.0,2.0,78.5,2
7769,Whitefield,840.0,1.0,57.6,1
7770,Whitefield,640.0,1.0,19.83,1
7771,Whitefield,1991.0,3.0,104.0,3
7775,Whitefield,1655.0,3.0,97.0,3
7776,Whitefield,1850.0,3.0,150.0,3
7777,Whitefield,1200.0,3.0,67.77,3
7778,Whitefield,1290.0,2.0,90.0,2
7781,Whitefield,1216.0,2.0,75.0,2
7782,Whitefield,1356.0,2.0,94.84,2
7783,Whitefield,1338.0,2.0,103.0,2
7786,Whitefield,3450.0,4.0,208.0,3
7790,Whitefield,1267.0,2.0,90.33,2
7791,Whitefield,2400.0,4.0,143.0,4
7792,Whitefield,1836.0,3.0,125.0,3
7794,Whitefield,3596.0,3.0,200.0,3
7795,Whitefield,1275.0,2.0,65.0,3
7798,Whitefield,1216.0,2.0,82.0,2
7799,Whitefield,1495.0,3.0,88.0,2
7800,Whitefield,1564.0,3.0,103.0,3
7801,Whitefield,1585.0,3.0,84.0,3
7804,Whitefield,1558.0,3.0,90.0,3
7805,Whitefield,1216.0,2.0,75.0,2
7807,Whitefield,1704.0,3.0,120.0,3
7809,Whitefield,1256.0,2.0,73.0,2
7812,Whitefield,1300.0,2.0,78.0,2
7813,Whitefield,1570.0,3.0,88.0,3
7814,Whitefield,1216.0,2.0,84.03,2
7816,Whitefield,1216.0,2.0,72.5,2
7818,Whitefield,2025.0,4.0,115.0,3
7819,Whitefield,1346.0,2.0,100.0,3
7823,Whitefield,2990.0,3.0,198.0,4
7826,Whitefield,1720.0,3.0,98.97,3
7827,Whitefield,1600.0,3.0,95.0,3
7828,Whitefield,1655.0,3.0,108.0,3
7829,Whitefield,1740.0,3.0,95.0,3
7831,Whitefield,1350.0,2.0,88.0,2
7833,Whitefield,1216.0,2.0,80.0,2
7834,Whitefield,2900.0,4.0,225.0,4
7835,Whitefield,1340.0,2.0,101.0,2
7837,Whitefield,1500.0,3.0,78.57,3
7838,Whitefield,1626.0,3.0,85.0,3
7840,Whitefield,1100.0,2.0,65.0,2
7842,Whitefield,1270.0,2.0,65.0,3
7843,Whitefield,3117.0,3.0,261.0,3
7844,Whitefield,1216.0,2.0,73.0,2
7846,Whitefield,3150.0,3.0,290.0,3
7848,Whitefield,2956.0,5.0,234.0,4
7852,Whitefield,2247.0,3.0,145.0,3
7853,Whitefield,3940.0,5.0,265.0,4
7855,Whitefield,1160.0,2.0,67.0,2
7857,Whitefield,1180.0,2.0,77.0,2
7858,Whitefield,2140.0,3.0,139.0,3
7859,Whitefield,1314.0,2.0,84.0,2
7866,Whitefield,1431.0,3.0,85.0,3
7867,Whitefield,524.0,1.0,29.0,1
7868,Whitefield,2830.0,4.0,161.0,4
7869,Whitefield,2135.0,3.0,149.0,4
7871,Whitefield,3075.0,2.0,188.0,4
7872,Whitefield,1760.0,3.0,160.0,3
7873,Whitefield,1655.0,3.0,110.0,3
7874,Whitefield,840.0,1.0,57.0,1
7875,Whitefield,1725.0,3.0,106.0,3
7878,Whitefield,516.0,1.0,39.0,1
7880,Whitefield,6000.0,4.0,410.0,4
7881,Whitefield,1639.0,3.0,107.0,3
7882,Whitefield,1820.0,3.0,113.0,3
7884,Whitefield,3565.0,4.0,218.0,4
7885,Whitefield,3410.0,5.0,253.0,4
7888,Whitefield,4500.0,4.0,330.0,4
7889,Whitefield,1250.0,2.0,85.0,2
7891,Whitefield,1277.0,2.0,77.0,2
7892,Whitefield,1820.0,3.0,140.0,3
